"","id","accepted_date","title","ps","p_value"
"2778","10.1371/journal.pone.0007957","2009-10-23T00:00:00Z","Limits of Principal Components Analysis for Producing a Common Trait Space: Implications for Inferring Selection, Contingency, and Chance in Evolution","p = 1.0, m",1
"2779","10.1371/journal.pone.0007957","2009-10-23T00:00:00Z","Limits of Principal Components Analysis for Producing a Common Trait Space: Implications for Inferring Selection, Contingency, and Chance in Evolution","p = 0.081,",0.081
"2780","10.1371/journal.pone.0040750","2012-06-12T00:00:00Z","Cultural Differences in Investing in Others and in the Future: Why Measuring Trust Is Not Enough","p = .54. G",0.54
"2781","10.1371/journal.pone.0040750","2012-06-12T00:00:00Z","Cultural Differences in Investing in Others and in the Future: Why Measuring Trust Is Not Enough","p = .32; a",0.32
"2782","10.1371/journal.pone.0051795","2012-11-12T00:00:00Z","Trade-Offs in Relative Limb Length among Peruvian Children: Extending the Thrifty Phenotype Hypothesis to Limb Proportions","p = 0.04).",0.04
"2783","10.1371/journal.pone.0051795","2012-11-12T00:00:00Z","Trade-Offs in Relative Limb Length among Peruvian Children: Extending the Thrifty Phenotype Hypothesis to Limb Proportions","p = 0.025 ",0.025
"2784","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = popula",NA
"2785","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 9.6 an",9.6
"2786","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.000)",0
"2787","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.005)",0.005
"2788","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.008)",0.008
"2789","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.36).",0.36
"2790","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.1316",0.1316
"2791","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.0022",0.0022
"2792","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.0174",0.0174
"2793","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.351)",0.351
"2794","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.02; ",0.02
"2795","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.002)",0.002
"2796","10.1371/journal.pone.0038862","2012-05-12T00:00:00Z","Evolutionary Responses to a Constructed Niche: Ancient Mesoamericans as a Model of Gene-Culture Coevolution","p = 0.0019",0.0019
"2797","10.1371/journal.pone.0075373","2013-08-15T00:00:00Z","It’s Not Just Conflict That Motivates Killing of Orangutans","p = 0.02, ",0.02
"2798","10.1371/journal.pone.0075373","2013-08-15T00:00:00Z","It’s Not Just Conflict That Motivates Killing of Orangutans","p = .293),",0.293
"2799","10.1371/journal.pone.0075373","2013-08-15T00:00:00Z","It’s Not Just Conflict That Motivates Killing of Orangutans","p = .104),",0.104
"2800","10.1371/journal.pone.0075373","2013-08-15T00:00:00Z","It’s Not Just Conflict That Motivates Killing of Orangutans","p = .061).",0.061
"2801","10.1371/journal.pone.0091114","2014-02-07T00:00:00Z","Carbon Sequestration and Fertility after Centennial Time Scale Incorporation of Charcoal into Soil","p = 0.003)",0.003
"2802","10.1371/journal.pone.0091114","2014-02-07T00:00:00Z","Carbon Sequestration and Fertility after Centennial Time Scale Incorporation of Charcoal into Soil","p = 0.035)",0.035
"2803","10.1371/journal.pone.0091114","2014-02-07T00:00:00Z","Carbon Sequestration and Fertility after Centennial Time Scale Incorporation of Charcoal into Soil","p = 0.42; ",0.42
"2804","10.1371/journal.pone.0091114","2014-02-07T00:00:00Z","Carbon Sequestration and Fertility after Centennial Time Scale Incorporation of Charcoal into Soil","p = 0.31; ",0.31
"2805","10.1371/journal.pone.0091114","2014-02-07T00:00:00Z","Carbon Sequestration and Fertility after Centennial Time Scale Incorporation of Charcoal into Soil","p = 0.92; ",0.92
"2806","10.1371/journal.pone.0091114","2014-02-07T00:00:00Z","Carbon Sequestration and Fertility after Centennial Time Scale Incorporation of Charcoal into Soil","p = 0.03; ",0.03
"2807","10.1371/journal.pone.0091114","2014-02-07T00:00:00Z","Carbon Sequestration and Fertility after Centennial Time Scale Incorporation of Charcoal into Soil","p = 0.75; ",0.75
"2808","10.1371/journal.pone.0124202","2015-03-10T00:00:00Z","A 1000-Year Carbon Isotope Rainfall Proxy Record from South African Baobab Trees (Adansonia digitata L.)","p = 0.024,",0.024
"2809","10.1371/journal.pone.0124202","2015-03-10T00:00:00Z","A 1000-Year Carbon Isotope Rainfall Proxy Record from South African Baobab Trees (Adansonia digitata L.)","p = 0.154,",0.154
"2810","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p = 0.69 f",0.69
"2811","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p = 0.98 f",0.98
"2812","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 10−12,",10
"2813","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 10−5, ",10
"2814","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 10−8 a",10
"2815","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.0005",5e-04
"2816","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.0005",5e-04
"2817","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.0005",5e-04
"2818","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.0005",5e-04
"2819","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 10−12)",10
"2820","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.001)",5e-04
"2821","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p = 0.24) ",0.24
"2822","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.0005",5e-04
"2823","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.0005",5e-04
"2824","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.0005",5e-04
"2825","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.01).",0.005
"2826","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.001)",5e-04
"2827","10.1371/journal.pone.0181834","2017-07-08T00:00:00Z","Apparent climate-mediated loss and fragmentation of core habitat of the American pika in the Northern Sierra Nevada, California, USA","p < 0.005)",0.005
"2828","10.1371/journal.pone.0216698","2019-04-28T00:00:00Z","A method for reconstructing temporal changes in vegetation functional trait composition using Holocene pollen assemblages","p < 0.05. ",0.025
"2829","10.1371/journal.pone.0216698","2019-04-28T00:00:00Z","A method for reconstructing temporal changes in vegetation functional trait composition using Holocene pollen assemblages","p < 0.05 (",0.025
"2830","10.1371/journal.pone.0216698","2019-04-28T00:00:00Z","A method for reconstructing temporal changes in vegetation functional trait composition using Holocene pollen assemblages","p < 0.05 (",0.025
"2831","10.1371/journal.pone.0216698","2019-04-28T00:00:00Z","A method for reconstructing temporal changes in vegetation functional trait composition using Holocene pollen assemblages","p < 0.05; ",0.025
"2832","10.1371/journal.pone.0216698","2019-04-28T00:00:00Z","A method for reconstructing temporal changes in vegetation functional trait composition using Holocene pollen assemblages","p < 0.05; ",0.025
"2833","10.1371/journal.pone.0216698","2019-04-28T00:00:00Z","A method for reconstructing temporal changes in vegetation functional trait composition using Holocene pollen assemblages","p > 0.05; ",0.05
"2834","10.1371/journal.pone.0216698","2019-04-28T00:00:00Z","A method for reconstructing temporal changes in vegetation functional trait composition using Holocene pollen assemblages","p > 0.05; ",0.05
"2835","10.1371/journal.pone.0216698","2019-04-28T00:00:00Z","A method for reconstructing temporal changes in vegetation functional trait composition using Holocene pollen assemblages","p < 0.05; ",0.025
"2836","10.1371/journal.pone.0252926","2021-05-25T00:00:00Z","Changing language input following market integration in a Yucatec Mayan community","p = 0.65).",0.65
"2837","10.1371/journal.pone.0252926","2021-05-25T00:00:00Z","Changing language input following market integration in a Yucatec Mayan community","p = 0.21),",0.21
"2838","10.1371/journal.pone.0252926","2021-05-25T00:00:00Z","Changing language input following market integration in a Yucatec Mayan community","p = 0.50).",0.5
"2839","10.1371/journal.pone.0218885","2019-06-11T00:00:00Z","Variation in the morphology of spinous processes in the cervical spine – An objective and parametric assessment based on CT study","p = 0.5964",0.5964
"2840","10.1371/journal.pone.0218885","2019-06-11T00:00:00Z","Variation in the morphology of spinous processes in the cervical spine – An objective and parametric assessment based on CT study","p = 0.5956",0.5956
"2841","10.1371/journal.pone.0056775","2013-01-15T00:00:00Z","Introducing the Algerian Mitochondrial DNA and Y-Chromosome Profiles into the North African Landscape","p = 0.04) ",0.04
"2842","10.1371/journal.pone.0056775","2013-01-15T00:00:00Z","Introducing the Algerian Mitochondrial DNA and Y-Chromosome Profiles into the North African Landscape","p = 0.002)",0.002
"2843","10.1371/journal.pone.0056775","2013-01-15T00:00:00Z","Introducing the Algerian Mitochondrial DNA and Y-Chromosome Profiles into the North African Landscape","p = 0.006)",0.006
"2844","10.1371/journal.pone.0056775","2013-01-15T00:00:00Z","Introducing the Algerian Mitochondrial DNA and Y-Chromosome Profiles into the North African Landscape","p = 0.008)",0.008
"2845","10.1371/journal.pone.0056775","2013-01-15T00:00:00Z","Introducing the Algerian Mitochondrial DNA and Y-Chromosome Profiles into the North African Landscape","p = 0.043)",0.043
"2846","10.1371/journal.pone.0056775","2013-01-15T00:00:00Z","Introducing the Algerian Mitochondrial DNA and Y-Chromosome Profiles into the North African Landscape","p = 0.003)",0.003
"2847","10.1371/journal.pone.0056775","2013-01-15T00:00:00Z","Introducing the Algerian Mitochondrial DNA and Y-Chromosome Profiles into the North African Landscape","p = 0.059)",0.059
"2848","10.1371/journal.pone.0056775","2013-01-15T00:00:00Z","Introducing the Algerian Mitochondrial DNA and Y-Chromosome Profiles into the North African Landscape","p = 0.0005",5e-04
